depth,index,method,strategy,path_length,visited,processed,max_depth,execution_time
1,1,astr,hamm,1,4,2,1,4.500
1,1,astr,manh,1,4,2,1,5.511
1,1,bfs,drlu,1,2,2,1,2.422
1,1,bfs,drul,1,2,2,1,2.445
1,1,bfs,ludr,1,4,2,1,2.622
1,1,bfs,lurd,1,4,2,1,2.594
1,1,bfs,rdlu,1,2,2,1,2.513
1,1,bfs,rdul,1,2,2,1,2.461
1,1,bfs,uldr,1,4,2,1,2.656
1,1,bfs,ulrd,1,4,2,1,2.432
1,1,dfs,drlu,1,2,2,20,2.650
1,1,dfs,drul,1,2,2,20,3.234
1,1,dfs,ludr,19,483615,265174,20,331.941
1,1,dfs,lurd,19,465381,255099,20,362.014
1,1,dfs,rdlu,1,2,2,20,2.614
1,1,dfs,rdul,1,2,2,20,2.530
1,1,dfs,uldr,19,1521666,835635,20,1093.243
1,1,dfs,ulrd,19,1205410,661342,20,866.651
1,2,astr,hamm,1,4,2,1,4.857
1,2,astr,manh,1,4,2,1,4.505
1,2,bfs,drlu,1,2,2,1,2.450
1,2,bfs,drul,1,2,2,1,3.015
1,2,bfs,ludr,1,4,2,1,2.470
1,2,bfs,lurd,1,4,2,1,2.580
1,2,bfs,rdlu,1,2,2,1,2.795
1,2,bfs,rdul,1,2,2,1,2.451
1,2,bfs,uldr,1,4,2,1,2.667
1,2,bfs,ulrd,1,4,2,1,2.440
1,2,dfs,drlu,1,2,2,20,2.573
1,2,dfs,drul,1,2,2,20,2.617
1,2,dfs,ludr,19,1205410,661342,20,841.979
1,2,dfs,lurd,19,1521666,835635,20,1085.519
1,2,dfs,rdlu,1,2,2,20,2.666
1,2,dfs,rdul,1,2,2,20,2.830
1,2,dfs,uldr,19,465381,255099,20,329.075
1,2,dfs,ulrd,19,483615,265174,20,402.824
2,3,astr,hamm,2,6,3,2,4.833
2,3,astr,manh,2,6,3,2,4.837
2,3,bfs,drlu,2,5,3,2,3.211
2,3,bfs,drul,2,5,3,2,3.084
2,3,bfs,ludr,2,10,5,2,3.140
2,3,bfs,lurd,2,10,5,2,3.765
2,3,bfs,rdlu,2,5,3,2,3.221
2,3,bfs,rdul,2,5,3,2,3.045
2,3,bfs,uldr,2,10,5,2,3.158
2,3,bfs,ulrd,2,10,5,2,3.120
2,3,dfs,drlu,2,3,3,20,2.720
2,3,dfs,drul,2,3,3,20,3.720
2,3,dfs,ludr,16,1759902,964904,20,1225.444
2,3,dfs,lurd,16,1754484,962153,20,1266.872
2,3,dfs,rdlu,2,3,3,20,2.744
2,3,dfs,rdul,2,3,3,20,2.701
2,3,dfs,uldr,18,1892581,1038079,20,1370.233
2,3,dfs,ulrd,18,1799223,986948,20,1308.559
2,4,astr,hamm,2,7,3,2,4.815
2,4,astr,manh,2,7,3,2,8.247
2,4,bfs,drlu,2,8,4,2,3.274
2,4,bfs,drul,2,8,4,2,3.311
2,4,bfs,ludr,2,15,6,2,3.217
2,4,bfs,lurd,2,13,5,2,3.429
2,4,bfs,rdlu,2,6,3,2,3.366
2,4,bfs,rdul,2,6,3,2,3.178
2,4,bfs,uldr,2,15,6,2,3.484
2,4,bfs,ulrd,2,13,5,2,3.420
2,4,dfs,drlu,10,11,11,20,3.448
2,4,dfs,drul,10,685362,376206,20,470.733
2,4,dfs,ludr,18,912061,500041,20,621.507
2,4,dfs,lurd,18,931582,510810,20,673.714
2,4,dfs,rdlu,2,3,3,20,2.952
2,4,dfs,rdul,2,3,3,20,2.952
2,4,dfs,uldr,18,964857,529163,20,678.445
2,4,dfs,ulrd,16,912072,500047,20,642.741
2,5,astr,hamm,2,7,3,2,4.296
2,5,astr,manh,2,7,3,2,5.682
2,5,bfs,drlu,2,6,3,2,3.384
2,5,bfs,drul,2,6,3,2,3.270
2,5,bfs,ludr,2,13,5,2,3.201
2,5,bfs,lurd,2,15,6,2,3.291
2,5,bfs,rdlu,2,8,4,2,3.618
2,5,bfs,rdul,2,8,4,2,3.306
2,5,bfs,uldr,2,13,5,2,3.366
2,5,bfs,ulrd,2,15,6,2,4.523
2,5,dfs,drlu,2,3,3,20,3.127
2,5,dfs,drul,2,3,3,20,2.900
2,5,dfs,ludr,16,912072,500047,20,642.683
2,5,dfs,lurd,18,964857,529163,20,684.315
2,5,dfs,rdlu,10,685362,376206,20,468.307
2,5,dfs,rdul,10,11,11,20,3.337
2,5,dfs,uldr,18,931582,510810,20,660.535
2,5,dfs,ulrd,18,912061,500041,20,679.641
2,6,astr,hamm,2,6,3,2,4.509
2,6,astr,manh,2,6,3,2,4.793
2,6,bfs,drlu,2,5,3,2,3.116
2,6,bfs,drul,2,5,3,2,3.218
2,6,bfs,ludr,2,10,5,2,3.078
2,6,bfs,lurd,2,10,5,2,3.214
2,6,bfs,rdlu,2,5,3,2,3.370
2,6,bfs,rdul,2,5,3,2,3.026
2,6,bfs,uldr,2,10,5,2,3.322
2,6,bfs,ulrd,2,10,5,2,3.332
2,6,dfs,drlu,2,3,3,20,2.783
2,6,dfs,drul,2,3,3,20,3.961
2,6,dfs,ludr,18,1799223,986948,20,1253.242
2,6,dfs,lurd,18,1892581,1038079,20,1359.344
2,6,dfs,rdlu,2,3,3,20,2.704
2,6,dfs,rdul,2,3,3,20,2.717
2,6,dfs,uldr,16,1754484,962153,20,1255.584
2,6,dfs,ulrd,16,1759902,964904,20,1258.019
3,7,astr,hamm,3,7,4,3,4.362
3,7,astr,manh,3,7,4,3,4.474
3,7,bfs,drlu,3,8,5,3,3.037
3,7,bfs,drul,3,8,5,3,3.045
3,7,bfs,ludr,3,17,8,3,3.106
3,7,bfs,lurd,3,17,8,3,3.415
3,7,bfs,rdlu,3,8,5,3,3.218
3,7,bfs,rdul,3,8,5,3,3.107
3,7,bfs,uldr,3,17,8,3,3.069
3,7,bfs,ulrd,3,17,8,3,3.212
3,7,dfs,drlu,3,4,4,20,2.926
3,7,dfs,drul,3,4,4,20,2.753
3,7,dfs,ludr,17,3807778,2088113,20,2642.395
3,7,dfs,lurd,17,3631288,1991399,20,2612.962
3,7,dfs,rdlu,3,4,4,20,2.724
3,7,dfs,rdul,3,4,4,20,2.721
3,7,dfs,uldr,17,3739431,2051173,20,2632.266
3,7,dfs,ulrd,17,3557722,1951390,20,2545.902
3,8,astr,hamm,3,9,4,3,4.564
3,8,astr,manh,3,9,4,3,4.969
3,8,bfs,drlu,3,23,10,3,3.348
3,8,bfs,drul,3,23,10,3,3.306
3,8,bfs,ludr,3,35,16,3,3.247
3,8,bfs,lurd,3,28,13,3,3.457
3,8,bfs,rdlu,3,16,7,3,3.602
3,8,bfs,rdul,3,16,7,3,3.182
3,8,bfs,uldr,3,35,16,3,3.244
3,8,bfs,ulrd,3,28,13,3,3.259
3,8,dfs,drlu,19,384225,210829,20,263.847
3,8,dfs,drul,19,546668,299978,20,376.780
3,8,dfs,ludr,19,384251,210844,20,265.043
3,8,dfs,lurd,19,223186,122391,20,163.991
3,8,dfs,rdlu,3,4,4,20,2.956
3,8,dfs,rdul,3,4,4,20,3.160
3,8,dfs,uldr,19,744941,408989,20,522.277
3,8,dfs,ulrd,19,202185,110887,20,148.112
3,9,astr,hamm,3,10,4,3,4.462
3,9,astr,manh,3,10,4,3,4.351
3,9,bfs,drlu,3,18,8,3,3.210
3,9,bfs,drul,3,18,8,3,3.201
3,9,bfs,ludr,3,32,14,3,3.302
3,9,bfs,lurd,3,33,15,3,3.697
3,9,bfs,rdlu,3,19,9,3,3.859
3,9,bfs,rdul,3,19,9,3,3.199
3,9,bfs,uldr,3,32,14,3,3.444
3,9,bfs,ulrd,3,33,15,3,3.335
3,9,dfs,drlu,11,12,12,20,3.611
3,9,dfs,drul,11,342263,187762,20,234.087
3,9,dfs,ludr,17,384349,210898,20,267.995
3,9,dfs,lurd,19,286152,156929,20,213.860
3,9,dfs,rdlu,17,1012044,555283,20,697.872
3,9,dfs,rdul,17,928547,509462,20,639.934
3,9,dfs,uldr,19,716702,393385,20,513.338
3,9,dfs,ulrd,19,282847,155116,20,206.011
3,10,astr,hamm,3,10,5,4,4.255
3,10,astr,manh,3,9,4,3,4.490
3,10,bfs,drlu,3,17,9,3,3.107
3,10,bfs,drul,3,13,7,3,3.141
3,10,bfs,ludr,3,22,10,3,3.117
3,10,bfs,lurd,3,22,10,3,3.271
3,10,bfs,rdlu,3,17,9,3,3.398
3,10,bfs,rdul,3,13,7,3,3.065
3,10,bfs,uldr,3,18,8,3,3.294
3,10,bfs,ulrd,3,18,8,3,3.032
3,10,dfs,drlu,9,10,10,20,3.537
3,10,dfs,drul,19,105086,57569,20,81.140
3,10,dfs,ludr,17,1182457,648604,20,825.949
3,10,dfs,lurd,19,1222859,670880,20,923.924
3,10,dfs,rdlu,9,10,10,20,3.235
3,10,dfs,rdul,19,1125,634,20,4.629
3,10,dfs,uldr,19,482509,264540,20,341.324
3,10,dfs,ulrd,17,455136,249509,20,329.042
3,11,astr,hamm,3,10,4,3,4.742
3,11,astr,manh,3,10,4,3,4.846
3,11,bfs,drlu,3,21,10,3,3.260
3,11,bfs,drul,3,21,10,3,3.406
3,11,bfs,ludr,3,35,16,3,3.178
3,11,bfs,lurd,3,30,13,3,3.469
3,11,bfs,rdlu,3,16,7,3,3.869
3,11,bfs,rdul,3,16,7,3,3.433
3,11,bfs,uldr,3,35,16,3,3.292
3,11,bfs,ulrd,3,30,13,3,3.189
3,11,dfs,drlu,15,928429,509398,20,642.736
3,11,dfs,drul,19,914078,501676,20,615.901
3,11,dfs,ludr,19,928621,509501,20,644.688
3,11,dfs,lurd,19,1012188,555361,20,731.248
3,11,dfs,rdlu,3,4,4,20,2.856
3,11,dfs,rdul,3,4,4,20,2.827
3,11,dfs,uldr,17,546725,300011,20,385.081
3,11,dfs,ulrd,17,384296,210869,20,327.814
3,12,astr,hamm,3,10,4,3,4.595
3,12,astr,manh,3,10,4,3,4.556
3,12,bfs,drlu,3,16,7,3,3.568
3,12,bfs,drul,3,16,7,3,3.225
3,12,bfs,ludr,3,30,13,3,3.217
3,12,bfs,lurd,3,35,16,3,3.534
3,12,bfs,rdlu,3,21,10,3,3.435
3,12,bfs,rdul,3,21,10,3,3.550
3,12,bfs,uldr,3,30,13,3,3.408
3,12,bfs,ulrd,3,35,16,3,3.259
3,12,dfs,drlu,3,4,4,20,3.059
3,12,dfs,drul,3,4,4,20,2.881
3,12,dfs,ludr,17,384296,210869,20,263.514
3,12,dfs,lurd,17,546725,300011,20,409.551
3,12,dfs,rdlu,19,914078,501676,20,639.508
3,12,dfs,rdul,15,928429,509398,20,646.739
3,12,dfs,uldr,19,1012188,555361,20,774.259
3,12,dfs,ulrd,19,928621,509501,20,700.395
3,13,astr,hamm,3,10,4,3,9.042
3,13,astr,manh,3,10,4,3,5.520
3,13,bfs,drlu,3,19,9,3,3.682
3,13,bfs,drul,3,19,9,3,3.339
3,13,bfs,ludr,3,33,15,3,3.674
3,13,bfs,lurd,3,32,14,3,3.286
3,13,bfs,rdlu,3,18,8,3,3.598
3,13,bfs,rdul,3,18,8,3,3.247
3,13,bfs,uldr,3,33,15,3,3.329
3,13,bfs,ulrd,3,32,14,3,3.229
3,13,dfs,drlu,17,928547,509462,20,631.489
3,13,dfs,drul,17,1012044,555283,20,689.534
3,13,dfs,ludr,19,282847,155116,20,209.219
3,13,dfs,lurd,19,716702,393385,20,526.293
3,13,dfs,rdlu,11,342263,187762,20,236.190
3,13,dfs,rdul,11,12,12,20,3.387
3,13,dfs,uldr,19,286152,156929,20,212.335
3,13,dfs,ulrd,17,384349,210898,20,278.784
3,14,astr,hamm,3,10,5,4,4.265
3,14,astr,manh,3,10,5,4,4.554
3,14,bfs,drlu,3,13,7,3,3.193
3,14,bfs,drul,3,17,9,3,3.181
3,14,bfs,ludr,3,18,8,3,3.102
3,14,bfs,lurd,3,18,8,3,3.411
3,14,bfs,rdlu,3,13,7,3,3.129
3,14,bfs,rdul,3,17,9,3,3.072
3,14,bfs,uldr,3,22,10,3,3.291
3,14,bfs,ulrd,3,22,10,3,3.116
3,14,dfs,drlu,19,1125,634,20,5.071
3,14,dfs,drul,9,10,10,20,3.231
3,14,dfs,ludr,17,455136,249509,20,317.345
3,14,dfs,lurd,19,482509,264540,20,363.138
3,14,dfs,rdlu,19,105086,57569,20,76.508
3,14,dfs,rdul,9,10,10,20,3.214
3,14,dfs,uldr,19,1222859,670880,20,889.140
3,14,dfs,ulrd,17,1182457,648604,20,847.249
3,15,astr,hamm,3,9,4,3,4.877
3,15,astr,manh,3,9,4,3,4.528
3,15,bfs,drlu,3,16,7,3,3.435
3,15,bfs,drul,3,16,7,3,3.283
3,15,bfs,ludr,3,28,13,3,3.355
3,15,bfs,lurd,3,35,16,3,3.988
3,15,bfs,rdlu,3,23,10,3,3.232
3,15,bfs,rdul,3,23,10,3,3.205
3,15,bfs,uldr,3,28,13,3,3.341
3,15,bfs,ulrd,3,35,16,3,3.252
3,15,dfs,drlu,3,4,4,20,3.013
3,15,dfs,drul,3,4,4,20,2.944
3,15,dfs,ludr,19,202185,110887,20,142.921
3,15,dfs,lurd,19,744941,408989,20,555.723
3,15,dfs,rdlu,19,546668,299978,20,391.601
3,15,dfs,rdul,19,384225,210829,20,276.857
3,15,dfs,uldr,19,223186,122391,20,169.136
3,15,dfs,ulrd,19,384251,210844,20,273.441
3,16,astr,hamm,3,7,4,3,4.542
3,16,astr,manh,3,7,4,3,4.663
3,16,bfs,drlu,3,8,5,3,3.116
3,16,bfs,drul,3,8,5,3,3.489
3,16,bfs,ludr,3,17,8,3,3.130
3,16,bfs,lurd,3,17,8,3,3.556
3,16,bfs,rdlu,3,8,5,3,3.694
3,16,bfs,rdul,3,8,5,3,3.037
3,16,bfs,uldr,3,17,8,3,3.174
3,16,bfs,ulrd,3,17,8,3,3.026
3,16,dfs,drlu,3,4,4,20,2.904
3,16,dfs,drul,3,4,4,20,2.923
3,16,dfs,ludr,17,3557722,1951390,20,2455.513
3,16,dfs,lurd,17,3739431,2051173,20,2699.602
3,16,dfs,rdlu,3,4,4,20,2.751
3,16,dfs,rdul,3,4,4,20,2.838
3,16,dfs,uldr,17,3631288,1991399,20,2563.191
3,16,dfs,ulrd,17,3807778,2088113,20,2758.456
4,17,astr,hamm,4,9,5,4,4.203
4,17,astr,manh,4,9,5,4,4.835
4,17,bfs,drlu,4,42,20,4,3.084
4,17,bfs,drul,4,42,20,4,3.139
4,17,bfs,ludr,4,56,25,4,3.074
4,17,bfs,lurd,4,39,17,4,3.835
4,17,bfs,rdlu,4,25,12,4,3.940
4,17,bfs,rdul,4,25,12,4,3.128
4,17,bfs,uldr,4,56,25,4,3.241
4,17,bfs,ulrd,4,39,17,4,3.089
4,17,dfs,drlu,18,743047,407387,20,507.654
4,17,dfs,drul,18,527173,289238,20,358.467
4,17,dfs,ludr,16,4004565,2196671,20,2755.999
4,17,dfs,lurd,16,2543381,1395544,20,1819.113
4,17,dfs,rdlu,4,5,5,20,3.191
4,17,dfs,rdul,4,5,5,20,3.316
4,17,dfs,uldr,16,4002255,2196242,20,2823.483
4,17,dfs,ulrd,16,2541375,1394866,20,1814.371
4,18,astr,hamm,4,11,5,4,4.609
4,18,astr,manh,4,11,5,4,4.822
4,18,bfs,drlu,4,32,15,4,3.338
4,18,bfs,drul,4,32,15,4,3.125
4,18,bfs,ludr,4,51,23,4,3.277
4,18,bfs,lurd,4,49,22,4,3.291
4,18,bfs,rdlu,4,30,14,4,4.111
4,18,bfs,rdul,4,30,14,4,3.207
4,18,bfs,uldr,4,51,23,4,3.263
4,18,bfs,ulrd,4,49,22,4,3.150
4,18,dfs,drlu,16,687650,377028,20,471.187
4,18,dfs,drul,16,510576,280152,20,356.156
4,18,dfs,ludr,18,1496364,821713,20,1017.085
4,18,dfs,lurd,18,425716,233374,20,303.656
4,18,dfs,rdlu,16,208090,114163,20,145.230
4,18,dfs,rdul,16,22676,12473,20,19.835
4,18,dfs,uldr,18,1481446,813760,20,1041.620
4,18,dfs,ulrd,18,408288,223811,20,289.053
4,19,astr,hamm,4,12,5,4,5.155
4,19,astr,manh,4,12,5,4,4.966
4,19,bfs,drlu,4,61,30,4,3.194
4,19,bfs,drul,4,48,23,4,3.311
4,19,bfs,ludr,4,61,30,4,3.314
4,19,bfs,lurd,4,61,30,4,3.613
4,19,bfs,rdlu,4,61,30,4,4.207
4,19,bfs,rdul,4,48,23,4,3.335
4,19,bfs,uldr,4,48,23,4,3.221
4,19,bfs,ulrd,4,48,23,4,3.245
4,19,dfs,drlu,16,1331,727,20,5.015
4,19,dfs,drul,16,686651,376912,20,468.137
4,19,dfs,ludr,18,886605,486082,20,624.705
4,19,dfs,lurd,18,1122877,615833,20,846.446
4,19,dfs,rdlu,16,687428,377336,20,481.019
4,19,dfs,rdul,16,18,17,20,4.086
4,19,dfs,uldr,16,1247427,684388,20,917.004
4,19,dfs,ulrd,16,760905,417194,20,539.381
4,20,astr,hamm,4,12,5,4,4.655
4,20,astr,manh,4,12,5,4,4.687
4,20,bfs,drlu,4,56,27,4,3.290
4,20,bfs,drul,4,56,27,4,3.988
4,20,bfs,ludr,4,73,36,4,3.626
4,20,bfs,lurd,4,53,26,4,3.419
4,20,bfs,rdlu,4,36,17,4,4.610
4,20,bfs,rdul,4,36,17,4,3.284
4,20,bfs,uldr,4,73,36,4,3.233
4,20,bfs,ulrd,4,53,26,4,3.296
4,20,dfs,drlu,18,1614453,885869,20,1120.927
4,20,dfs,drul,18,1620427,889046,20,1088.504
4,20,dfs,ludr,16,2530,1379,20,5.954
4,20,dfs,lurd,18,449417,246562,20,342.564
4,20,dfs,rdlu,4,5,5,20,3.535
4,20,dfs,rdul,4,5,5,20,3.435
4,20,dfs,uldr,16,688399,377871,20,483.721
4,20,dfs,ulrd,16,660,366,20,7.648
4,21,astr,hamm,4,12,5,4,4.714
4,21,astr,manh,4,12,5,4,4.757
4,21,bfs,drlu,4,27,13,4,3.177
4,21,bfs,drul,4,27,13,4,3.139
4,21,bfs,ludr,4,48,21,4,3.142
4,21,bfs,lurd,4,54,24,4,4.314
4,21,bfs,rdlu,4,33,16,4,3.379
4,21,bfs,rdul,4,33,16,4,3.134
4,21,bfs,uldr,4,48,21,4,3.063
4,21,bfs,ulrd,4,54,24,4,3.094
4,21,dfs,drlu,12,13,13,20,3.322
4,21,dfs,drul,12,169800,93061,20,118.263
4,21,dfs,ludr,18,1415173,776803,20,1003.234
4,21,dfs,lurd,18,555067,304393,20,408.735
4,21,dfs,rdlu,16,1371009,752206,20,936.886
4,21,dfs,rdul,16,1313378,720777,20,910.935
4,21,dfs,uldr,18,1426831,783530,20,1042.561
4,21,dfs,ulrd,18,569319,312103,20,408.108
4,22,astr,hamm,4,13,5,4,5.359
4,22,astr,manh,4,13,5,4,4.544
4,22,bfs,drlu,4,51,25,4,3.881
4,22,bfs,drul,4,51,25,4,3.327
4,22,bfs,ludr,4,70,34,4,3.263
4,22,bfs,lurd,4,58,28,4,3.978
4,22,bfs,rdlu,4,39,19,4,3.349
4,22,bfs,rdul,4,39,19,4,3.348
4,22,bfs,uldr,4,70,34,4,3.601
4,22,bfs,ulrd,4,58,28,4,3.458
4,22,dfs,drlu,16,1614384,885829,20,1104.706
4,22,dfs,drul,16,1620358,889006,20,1098.095
4,22,dfs,ludr,16,2190,1196,20,5.550
4,22,dfs,lurd,18,574568,315242,20,429.105
4,22,dfs,rdlu,18,506181,277652,20,344.180
4,22,dfs,rdul,18,464738,254841,20,318.140
4,22,dfs,uldr,16,688145,377731,20,525.794
4,22,dfs,ulrd,16,1099,605,20,4.948
4,23,astr,hamm,4,12,5,4,5.019
4,23,astr,manh,4,15,7,6,4.637
4,23,bfs,drlu,4,37,17,4,3.537
4,23,bfs,drul,4,42,19,4,3.216
4,23,bfs,ludr,4,41,19,4,3.070
4,23,bfs,lurd,4,39,18,4,3.207
4,23,bfs,rdlu,4,35,16,4,3.542
4,23,bfs,rdul,4,40,18,4,3.108
4,23,bfs,uldr,4,46,21,4,3.434
4,23,bfs,ulrd,4,44,20,4,3.604
4,23,dfs,drlu,16,2063978,1132332,20,1419.618
4,23,dfs,drul,16,1898601,1041891,20,1280.484
4,23,dfs,ludr,18,190803,104576,20,135.431
4,23,dfs,lurd,18,271656,148955,20,197.098
4,23,dfs,rdlu,16,2010696,1103788,20,1371.567
4,23,dfs,rdul,16,1843642,1012148,20,1279.304
4,23,dfs,uldr,18,1892547,1038064,20,1358.010
4,23,dfs,ulrd,18,1799256,986966,20,1325.816
4,24,astr,hamm,4,12,6,5,4.583
4,24,astr,manh,4,11,5,4,4.239
4,24,bfs,drlu,4,27,13,4,3.216
4,24,bfs,drul,4,27,13,4,3.209
4,24,bfs,ludr,4,54,24,4,3.307
4,24,bfs,lurd,4,54,24,4,3.362
4,24,bfs,rdlu,4,27,13,4,3.192
4,24,bfs,rdul,4,27,13,4,3.149
4,24,bfs,uldr,4,54,24,4,3.220
4,24,bfs,ulrd,4,54,24,4,3.275
4,24,dfs,drlu,10,11,11,20,3.578
4,24,dfs,drul,10,685362,376206,20,461.301
4,24,dfs,ludr,16,2115230,1160506,20,1467.070
4,24,dfs,lurd,18,2424893,1330507,20,1773.994
4,24,dfs,rdlu,10,11,11,20,3.589
4,24,dfs,rdul,10,685195,375941,20,469.289
4,24,dfs,uldr,16,1754574,962202,20,1307.060
4,24,dfs,ulrd,16,1759842,964873,20,1314.169
4,25,astr,hamm,4,12,6,5,4.636
4,25,astr,manh,4,10,5,4,4.598
4,25,bfs,drlu,4,22,11,4,3.122
4,25,bfs,drul,4,30,14,4,3.186
4,25,bfs,ludr,4,29,13,4,3.150
4,25,bfs,lurd,4,29,13,4,3.293
4,25,bfs,rdlu,4,22,11,4,3.420
4,25,bfs,rdul,4,30,14,4,3.140
4,25,bfs,uldr,4,37,16,4,3.172
4,25,bfs,ulrd,4,37,16,4,3.120
4,25,dfs,drlu,18,23714,13043,20,21.738
4,25,dfs,drul,18,212814,116714,20,147.397
4,25,dfs,ludr,18,592457,324875,20,404.706
4,25,dfs,lurd,18,753827,413775,20,534.953
4,25,dfs,rdlu,18,233504,128084,20,161.579
4,25,dfs,rdul,18,2361,1305,20,5.527
4,25,dfs,uldr,18,765590,420264,20,607.382
4,25,dfs,ulrd,18,604303,331422,20,465.750
4,26,astr,hamm,4,13,5,4,4.733
4,26,astr,manh,4,13,5,4,4.792
4,26,bfs,drlu,4,41,20,4,3.658
4,26,bfs,drul,4,41,20,4,3.393
4,26,bfs,ludr,4,60,29,4,3.236
4,26,bfs,lurd,4,68,33,4,3.572
4,26,bfs,rdlu,4,49,24,4,3.436
4,26,bfs,rdul,4,49,24,4,3.286
4,26,bfs,uldr,4,60,29,4,3.400
4,26,bfs,ulrd,4,68,33,4,3.373
4,26,dfs,drlu,16,464682,254810,20,318.335
4,26,dfs,drul,16,506124,277621,20,360.543
4,26,dfs,ludr,16,1264,692,20,4.960
4,26,dfs,lurd,16,688050,377679,20,523.353
4,26,dfs,rdlu,16,1620260,888951,20,1121.301
4,26,dfs,rdul,16,1614284,885774,20,1113.285
4,26,dfs,uldr,16,687410,377326,20,554.593
4,26,dfs,ulrd,16,2025,1109,20,6.218
4,27,astr,hamm,4,12,5,4,4.451
4,27,astr,manh,4,12,5,4,5.008
4,27,bfs,drlu,4,42,19,4,3.109
4,27,bfs,drul,4,37,17,4,3.143
4,27,bfs,ludr,4,46,21,4,3.072
4,27,bfs,lurd,4,44,20,4,3.218
4,27,bfs,rdlu,4,40,18,4,3.214
4,27,bfs,rdul,4,35,16,4,3.405
4,27,bfs,uldr,4,41,19,4,3.195
4,27,bfs,ulrd,4,39,18,4,3.084
4,27,dfs,drlu,14,1843418,1012024,20,1275.387
4,27,dfs,drul,18,1814766,996502,20,1230.568
4,27,dfs,ludr,18,1799271,986975,20,1287.023
4,27,dfs,lurd,18,1892523,1038051,20,1351.640
4,27,dfs,rdlu,14,1898378,1041767,20,1299.524
4,27,dfs,rdul,18,1850073,1015132,20,1279.346
4,27,dfs,uldr,18,271680,148970,20,247.053
4,27,dfs,ulrd,18,190774,104560,20,138.882
4,28,astr,hamm,4,12,5,4,4.328
4,28,astr,manh,4,12,5,4,4.768
4,28,bfs,drlu,4,35,17,4,3.278
4,28,bfs,drul,4,35,17,4,3.179
4,28,bfs,ludr,4,56,25,4,3.142
4,28,bfs,lurd,4,46,20,4,3.530
4,28,bfs,rdlu,4,25,12,4,3.086
4,28,bfs,rdul,4,25,12,4,3.111
4,28,bfs,uldr,4,56,25,4,3.237
4,28,bfs,ulrd,4,46,20,4,3.189
4,28,dfs,drlu,18,461458,253041,20,316.342
4,28,dfs,drul,18,511338,280474,20,347.546
4,28,dfs,ludr,18,1843762,1012211,20,1369.310
4,28,dfs,lurd,18,2010931,1103917,20,1435.724
4,28,dfs,rdlu,4,5,5,20,3.367
4,28,dfs,rdul,4,5,5,20,3.236
4,28,dfs,uldr,18,1898721,1041954,20,1443.249
4,28,dfs,ulrd,18,2064215,1132461,20,1458.267
4,29,astr,hamm,4,12,5,4,4.652
4,29,astr,manh,4,12,5,4,4.253
4,29,bfs,drlu,4,25,12,4,3.140
4,29,bfs,drul,4,25,12,4,3.195
4,29,bfs,ludr,4,46,20,4,3.287
4,29,bfs,lurd,4,56,25,4,3.663
4,29,bfs,rdlu,4,35,17,4,3.232
4,29,bfs,rdul,4,35,17,4,3.255
4,29,bfs,uldr,4,46,20,4,3.214
4,29,bfs,ulrd,4,56,25,4,3.103
4,29,dfs,drlu,4,5,5,20,3.628
4,29,dfs,drul,4,5,5,20,3.279
4,29,dfs,ludr,18,2064215,1132461,20,1470.006
4,29,dfs,lurd,18,1898721,1041954,20,1362.313
4,29,dfs,rdlu,18,511338,280474,20,348.579
4,29,dfs,rdul,18,461458,253041,20,315.859
4,29,dfs,uldr,18,2010931,1103917,20,1549.192
4,29,dfs,ulrd,18,1843762,1012211,20,1315.987
4,30,astr,hamm,4,13,5,4,4.475
4,30,astr,manh,4,13,5,4,4.937
4,30,bfs,drlu,4,49,24,4,3.490
4,30,bfs,drul,4,49,24,4,3.336
4,30,bfs,ludr,4,68,33,4,3.262
4,30,bfs,lurd,4,60,29,4,3.539
4,30,bfs,rdlu,4,41,20,4,3.259
4,30,bfs,rdul,4,41,20,4,3.298
4,30,bfs,uldr,4,68,33,4,3.416
4,30,bfs,ulrd,4,60,29,4,3.249
4,30,dfs,drlu,16,1614284,885774,20,1121.562
4,30,dfs,drul,16,1620260,888951,20,1096.154
4,30,dfs,ludr,16,2025,1109,20,5.761
4,30,dfs,lurd,16,687410,377326,20,495.153
4,30,dfs,rdlu,16,506124,277621,20,368.931
4,30,dfs,rdul,16,464682,254810,20,319.188
4,30,dfs,uldr,16,688050,377679,20,551.804
4,30,dfs,ulrd,16,1264,692,20,5.367
4,31,astr,hamm,4,12,5,4,4.285
4,31,astr,manh,4,14,6,5,11.459
4,31,bfs,drlu,4,35,16,4,3.262
4,31,bfs,drul,4,40,18,4,3.168
4,31,bfs,ludr,4,39,18,4,3.118
4,31,bfs,lurd,4,41,19,4,3.663
4,31,bfs,rdlu,4,37,17,4,3.158
4,31,bfs,rdul,4,42,19,4,5.620
4,31,bfs,uldr,4,44,20,4,3.140
4,31,bfs,ulrd,4,46,21,4,3.365
4,31,dfs,drlu,18,1850073,1015132,20,1269.268
4,31,dfs,drul,14,1898378,1041767,20,1296.588
4,31,dfs,ludr,18,190774,104560,20,133.246
4,31,dfs,lurd,18,271680,148970,20,194.763
4,31,dfs,rdlu,18,1814766,996502,20,1243.388
4,31,dfs,rdul,14,1843418,1012024,20,1267.229
4,31,dfs,uldr,18,1892523,1038051,20,1486.632
4,31,dfs,ulrd,18,1799271,986975,20,1312.220
4,32,astr,hamm,4,13,5,4,5.519
4,32,astr,manh,4,13,5,4,4.570
