depth,index,method,strategy,path_length,visited,processed,max_depth,execution_time
5,76,dfs,uldr,15,3244,1783,20,6.887
5,76,dfs,ulrd,19,1283838,704716,20,941.959
5,77,astr,hamm,5,16,6,5,4.748
5,77,astr,manh,5,22,9,8,4.932
5,77,bfs,drlu,5,117,58,5,3.416
5,77,bfs,drul,5,132,64,5,3.460
5,77,bfs,ludr,5,96,48,5,3.276
5,77,bfs,lurd,5,95,47,5,3.637
5,77,bfs,rdlu,5,116,57,5,3.497
5,77,bfs,rdul,5,131,63,5,3.301
5,77,bfs,uldr,5,111,54,5,3.419
5,77,bfs,ulrd,5,110,53,5,3.856
5,77,dfs,drlu,19,20677,11352,20,18.281
5,77,dfs,drul,19,139480,76437,20,98.409
5,77,dfs,ludr,17,239491,131353,20,193.231
5,77,dfs,lurd,17,657766,361025,20,474.679
5,77,dfs,rdlu,17,2027633,1112204,20,1392.561
5,77,dfs,rdul,17,1281747,702927,20,882.470
5,77,dfs,uldr,19,1012125,555328,20,763.450
5,77,dfs,ulrd,19,928682,509532,20,680.112
5,78,astr,hamm,5,13,6,5,4.074
5,78,astr,manh,5,13,6,5,5.034
5,78,bfs,drlu,5,52,23,5,3.118
5,78,bfs,drul,5,52,23,5,3.218
5,78,bfs,ludr,5,83,37,5,3.187
5,78,bfs,lurd,5,85,38,5,3.379
5,78,bfs,rdlu,5,54,24,5,3.313
5,78,bfs,rdul,5,54,24,5,3.244
5,78,bfs,uldr,5,83,37,5,3.264
5,78,bfs,ulrd,5,85,38,5,3.457
5,78,dfs,drlu,17,928547,509462,20,638.887
5,78,dfs,drul,17,1012044,555283,20,692.989
5,78,dfs,ludr,19,1839396,1008725,20,1283.895
5,78,dfs,lurd,19,1918086,1052081,20,1377.754
5,78,dfs,rdlu,17,955943,524185,20,654.797
5,78,dfs,rdul,17,1039091,569604,20,729.877
5,78,dfs,uldr,19,1860110,1020023,20,1356.963
5,78,dfs,ulrd,19,1928206,1057111,20,1365.468
5,79,astr,hamm,5,18,8,7,4.291
5,79,astr,manh,5,17,8,7,4.629
5,79,bfs,drlu,5,74,33,5,3.090
5,79,bfs,drul,5,101,48,5,3.452
5,79,bfs,ludr,5,76,34,5,3.106
5,79,bfs,lurd,5,78,35,5,3.348
5,79,bfs,rdlu,5,76,34,5,3.107
5,79,bfs,rdul,5,103,49,5,3.199
5,79,bfs,uldr,5,103,49,5,3.233
5,79,bfs,ulrd,5,105,50,5,3.189
5,79,dfs,drlu,17,290,168,20,4.090
5,79,dfs,drul,17,1366871,750497,20,931.126
5,79,dfs,ludr,19,904644,496128,20,626.628
5,79,dfs,lurd,19,952114,522209,20,673.667
5,79,dfs,rdlu,17,362,207,20,4.234
5,79,dfs,rdul,17,1366486,750050,20,934.226
5,79,dfs,uldr,19,576372,316029,20,407.178
5,79,dfs,ulrd,19,475712,260830,20,336.814
5,80,astr,hamm,5,14,6,5,4.586
5,80,astr,manh,5,14,6,5,4.522
5,80,bfs,drlu,5,65,30,5,3.099
5,80,bfs,drul,5,65,30,5,3.087
5,80,bfs,ludr,5,88,39,5,3.126
5,80,bfs,lurd,5,114,53,5,3.347
5,80,bfs,rdlu,5,91,44,5,3.112
5,80,bfs,rdul,5,91,44,5,3.169
5,80,bfs,uldr,5,88,39,5,3.243
5,80,bfs,ulrd,5,114,53,5,3.263
5,80,dfs,drlu,17,659733,361887,20,459.777
5,80,dfs,drul,17,688481,377672,20,483.103
5,80,dfs,ludr,17,897,500,20,4.596
5,80,dfs,lurd,19,1275261,700308,20,953.313
5,80,dfs,rdlu,19,842752,462171,20,582.973
5,80,dfs,rdul,19,862531,473087,20,596.382
5,80,dfs,uldr,17,897,500,20,4.752
5,80,dfs,ulrd,19,1283995,704802,20,968.912
5,81,astr,hamm,5,13,6,5,4.543
5,81,astr,manh,5,13,6,5,4.612
5,81,bfs,drlu,5,72,33,5,3.110
5,81,bfs,drul,5,72,33,5,3.136
5,81,bfs,ludr,5,66,29,5,3.082
5,81,bfs,lurd,5,65,28,5,3.282
5,81,bfs,rdlu,5,71,32,5,3.182
5,81,bfs,rdul,5,71,32,5,3.689
5,81,bfs,uldr,5,66,29,5,4.433
5,81,bfs,ulrd,5,65,28,5,3.304
5,81,dfs,drlu,19,921839,505789,20,645.629
5,81,dfs,drul,19,1022363,560927,20,703.771
5,81,dfs,ludr,19,282847,155116,20,196.789
5,81,dfs,lurd,19,716702,393385,20,509.980
5,81,dfs,rdlu,19,949084,520431,20,642.503
5,81,dfs,rdul,19,1048974,575007,20,771.269
5,81,dfs,uldr,19,275721,151237,20,199.614
5,81,dfs,ulrd,19,710764,389961,20,497.197
5,82,astr,hamm,5,13,7,6,4.715
5,82,astr,manh,5,13,7,6,4.586
5,82,bfs,drlu,5,44,20,5,3.066
5,82,bfs,drul,5,44,20,5,3.069
5,82,bfs,ludr,5,93,41,5,3.435
5,82,bfs,lurd,5,93,41,5,3.360
5,82,bfs,rdlu,5,44,20,5,3.695
5,82,bfs,rdul,5,44,20,5,3.067
5,82,bfs,uldr,5,93,41,5,3.326
5,82,bfs,ulrd,5,93,41,5,3.155
5,82,dfs,drlu,11,342118,187629,20,236.489
5,82,dfs,drul,11,12,12,20,3.400
5,82,dfs,ludr,19,2533960,1390259,20,1774.365
5,82,dfs,lurd,19,1600676,877454,20,1141.504
5,82,dfs,rdlu,11,342263,187762,20,237.223
5,82,dfs,rdul,11,12,12,20,3.376
5,82,dfs,uldr,19,2530783,1388784,20,1858.177
5,82,dfs,ulrd,19,1596702,875393,20,1111.512
5,83,astr,hamm,5,15,7,6,4.376
5,83,astr,manh,5,15,7,6,4.970
5,83,bfs,drlu,5,101,51,5,3.450
5,83,bfs,drul,5,101,51,5,4.245
5,83,bfs,ludr,5,151,73,5,3.366
5,83,bfs,lurd,5,126,60,5,3.429
5,83,bfs,rdlu,5,76,38,5,3.380
5,83,bfs,rdul,5,76,38,5,3.359
5,83,bfs,uldr,5,151,73,5,3.326
5,83,bfs,ulrd,5,126,60,5,3.291
5,83,dfs,drlu,17,882297,484096,20,609.850
5,83,dfs,drul,19,824264,452622,20,563.773
5,83,dfs,ludr,19,464806,255177,20,318.792
5,83,dfs,lurd,19,223201,122400,20,165.781
5,83,dfs,rdlu,11,342263,187762,20,234.664
5,83,dfs,rdul,11,12,12,20,3.718
5,83,dfs,uldr,19,744932,408984,20,525.456
5,83,dfs,ulrd,19,202200,110896,20,145.957
5,84,astr,hamm,5,20,10,9,4.686
5,84,astr,manh,5,12,6,5,4.606
5,84,bfs,drlu,5,57,26,5,3.084
5,84,bfs,drul,5,61,28,5,3.200
5,84,bfs,ludr,5,118,55,5,3.128
5,84,bfs,lurd,5,118,55,5,3.134
5,84,bfs,rdlu,5,57,26,5,3.103
5,84,bfs,rdul,5,61,28,5,3.821
5,84,bfs,uldr,5,122,57,5,3.428
5,84,bfs,ulrd,5,122,57,5,3.848
5,84,dfs,drlu,5,6,6,20,3.221
5,84,dfs,drul,19,115304,63152,20,83.681
5,84,dfs,ludr,19,1182449,648600,20,827.418
5,84,dfs,lurd,19,1498943,823068,20,1095.795
5,84,dfs,rdlu,5,6,6,20,3.233
5,84,dfs,rdul,19,11535,6333,20,12.987
5,84,dfs,uldr,19,465368,255091,20,329.305
5,84,dfs,ulrd,19,461353,252918,20,351.523
5,85,astr,hamm,5,14,6,5,4.975
5,85,astr,manh,5,14,6,5,4.485
5,85,bfs,drlu,5,57,26,5,3.362
5,85,bfs,drul,5,57,26,5,3.191
5,85,bfs,ludr,5,80,37,5,3.520
5,85,bfs,lurd,5,122,57,5,3.571
5,85,bfs,rdlu,5,99,46,5,3.380
5,85,bfs,rdul,5,99,46,5,3.141
5,85,bfs,uldr,5,80,37,5,3.564
5,85,bfs,ulrd,5,122,57,5,3.147
5,85,dfs,drlu,5,6,6,20,3.209
5,85,dfs,drul,5,6,6,20,4.264
5,85,dfs,ludr,17,840884,461197,20,584.162
5,85,dfs,lurd,15,6190,3402,20,8.838
5,85,dfs,rdlu,19,2127657,1167968,20,1459.194
5,85,dfs,rdul,19,1887349,1036000,20,1397.139
5,85,dfs,uldr,17,899797,493711,20,645.837
5,85,dfs,ulrd,15,6192,3402,20,11.712
5,86,astr,hamm,5,14,6,5,5.976
5,86,astr,manh,5,14,6,5,4.380
5,86,bfs,drlu,5,79,36,5,3.211
5,86,bfs,drul,5,79,36,5,3.136
5,86,bfs,ludr,5,102,47,5,3.103
5,86,bfs,lurd,5,100,47,5,3.236
5,86,bfs,rdlu,5,77,36,5,3.295
5,86,bfs,rdul,5,77,36,5,4.654
5,86,bfs,uldr,5,102,47,5,4.466
5,86,bfs,ulrd,5,100,47,5,3.131
5,86,dfs,drlu,19,14244,7795,20,14.877
5,86,dfs,drul,19,105147,57661,20,76.813
5,86,dfs,ludr,15,2305,1277,20,6.440
5,86,dfs,lurd,15,1370958,752742,20,1022.032
5,86,dfs,rdlu,19,814018,446434,20,552.376
5,86,dfs,rdul,19,810931,444717,20,558.554
5,86,dfs,uldr,15,2305,1277,20,5.871
5,86,dfs,ulrd,15,1370542,752278,20,989.462
5,87,astr,hamm,5,15,6,5,4.704
5,87,astr,manh,5,20,8,7,4.605
5,87,bfs,drlu,5,114,56,5,3.518
5,87,bfs,drul,5,129,62,5,3.295
5,87,bfs,ludr,5,91,46,5,3.300
5,87,bfs,lurd,5,98,49,5,3.363
5,87,bfs,rdlu,5,121,59,5,3.465
5,87,bfs,rdul,5,136,65,5,3.368
5,87,bfs,uldr,5,106,52,5,3.393
5,87,bfs,ulrd,5,113,55,5,3.346
5,87,dfs,drlu,17,383996,210703,20,270.443
5,87,dfs,drul,17,546536,299906,20,377.610
5,87,dfs,ludr,19,201513,110526,20,149.126
5,87,dfs,lurd,19,657669,360971,20,475.614
5,87,dfs,rdlu,19,1352072,741582,20,919.753
5,87,dfs,rdul,17,1281902,703016,20,878.743
5,87,dfs,uldr,19,1012084,555307,20,712.835
5,87,dfs,ulrd,19,928698,509541,20,663.507
5,88,astr,hamm,5,13,6,5,4.869
5,88,astr,manh,5,13,6,5,4.486
5,88,bfs,drlu,5,62,28,5,3.105
5,88,bfs,drul,5,62,28,5,3.186
5,88,bfs,ludr,5,83,37,5,3.132
5,88,bfs,lurd,5,117,55,5,3.733
5,88,bfs,rdlu,5,96,46,5,3.100
5,88,bfs,rdul,5,96,46,5,3.343
5,88,bfs,uldr,5,83,37,5,3.517
5,88,bfs,ulrd,5,117,55,5,3.093
5,88,dfs,drlu,17,11045,6056,20,11.773
5,88,dfs,drul,17,102666,56306,20,76.945
5,88,dfs,ludr,17,696,388,20,4.364
5,88,dfs,lurd,17,1367319,750743,20,979.575
5,88,dfs,rdlu,17,3156296,1731521,20,2177.581
5,88,dfs,rdul,17,3153729,1729841,20,2174.690
5,88,dfs,uldr,17,696,388,20,6.333
5,88,dfs,ulrd,17,1366905,750279,20,1010.984
5,89,astr,hamm,5,12,6,5,4.603
5,89,astr,manh,5,12,6,5,4.816
5,89,bfs,drlu,5,69,31,5,3.135
5,89,bfs,drul,5,69,31,5,3.220
5,89,bfs,ludr,5,61,27,5,3.112
5,89,bfs,lurd,5,68,30,5,4.106
5,89,bfs,rdlu,5,76,34,5,3.178
5,89,bfs,rdul,5,76,34,5,3.320
5,89,bfs,uldr,5,61,27,5,3.131
5,89,bfs,ulrd,5,68,30,5,3.159
5,89,dfs,drlu,15,46369,25500,20,38.903
5,89,dfs,drul,19,118131,64780,20,83.766
5,89,dfs,ludr,19,202185,110887,20,140.787
5,89,dfs,lurd,19,744941,408989,20,526.581
5,89,dfs,rdlu,15,52123,28661,20,41.280
5,89,dfs,rdul,19,146792,80452,20,104.338
5,89,dfs,uldr,19,210699,115560,20,164.498
5,89,dfs,ulrd,19,752374,412955,20,538.052
5,90,astr,hamm,5,15,6,5,5.074
5,90,astr,manh,5,20,9,8,4.810
5,90,bfs,drlu,5,86,43,5,3.279
5,90,bfs,drul,5,86,43,5,3.449
5,90,bfs,ludr,5,126,62,5,3.288
5,90,bfs,lurd,5,141,68,5,3.875
5,90,bfs,rdlu,5,101,49,5,3.304
5,90,bfs,rdul,5,101,49,5,3.460
5,90,bfs,uldr,5,126,62,5,3.398
5,90,bfs,ulrd,5,141,68,5,3.363
5,90,dfs,drlu,19,239440,131325,20,172.478
5,90,dfs,drul,19,657632,360951,20,454.985
5,90,dfs,ludr,17,384192,210810,20,272.861
5,90,dfs,lurd,17,546835,300068,20,393.974
5,90,dfs,rdlu,17,1011367,554913,20,688.460
5,90,dfs,rdul,17,927610,508950,20,630.777
5,90,dfs,uldr,19,1468067,805065,20,1053.492
5,90,dfs,ulrd,17,1282080,703114,20,950.970
5,91,astr,hamm,5,17,8,7,4.410
5,91,astr,manh,5,19,9,8,4.566
5,91,bfs,drlu,5,97,44,5,3.141
5,91,bfs,drul,5,88,41,5,3.384
5,91,bfs,ludr,5,91,42,5,3.223
5,91,bfs,lurd,5,91,42,5,3.297
5,91,bfs,rdlu,5,97,44,5,3.132
5,91,bfs,rdul,5,88,41,5,3.312
5,91,bfs,uldr,5,82,39,5,3.363
5,91,bfs,ulrd,5,82,39,5,3.145
5,91,dfs,drlu,15,1008,560,20,4.708
5,91,dfs,drul,15,1369113,751722,20,945.856
5,91,dfs,ludr,19,1066523,584977,20,741.512
5,91,dfs,lurd,19,1416743,777866,20,1044.781
5,91,dfs,rdlu,15,1008,560,20,4.608
5,91,dfs,rdul,15,1368694,751258,20,941.859
5,91,dfs,uldr,19,562352,308348,20,409.254
5,91,dfs,ulrd,19,442243,242432,20,323.843
5,92,astr,hamm,5,15,7,6,4.731
5,92,astr,manh,5,18,9,8,5.811
5,92,bfs,drlu,5,75,34,5,3.153
5,92,bfs,drul,5,110,51,5,3.180
5,92,bfs,ludr,5,69,32,5,3.544
5,92,bfs,lurd,5,69,32,5,3.424
5,92,bfs,rdlu,5,75,34,5,3.165
5,92,bfs,rdul,5,110,51,5,3.706
5,92,bfs,uldr,5,104,49,5,3.244
5,92,bfs,ulrd,5,104,49,5,3.205
5,92,dfs,drlu,19,1364387,748918,20,945.971
5,92,dfs,drul,15,3729,2043,20,6.506
5,92,dfs,ludr,17,378910,207759,20,273.191
5,92,dfs,lurd,17,626295,343524,20,444.599
5,92,dfs,rdlu,19,1365055,749522,20,956.332
5,92,dfs,rdul,15,3729,2043,20,6.471
5,92,dfs,uldr,17,1163876,638491,20,833.322
5,92,dfs,ulrd,19,1165334,639203,20,833.511
5,93,astr,hamm,5,11,6,5,4.465
5,93,astr,manh,5,11,6,5,4.397
5,93,bfs,drlu,5,57,26,5,3.169
5,93,bfs,drul,5,57,26,5,3.329
5,93,bfs,ludr,5,73,32,5,3.522
5,93,bfs,lurd,5,122,57,5,3.197
5,93,bfs,rdlu,5,106,51,5,3.282
5,93,bfs,rdul,5,106,51,5,3.224
5,93,bfs,uldr,5,73,32,5,3.246
5,93,bfs,ulrd,5,122,57,5,3.189
5,93,dfs,drlu,5,6,6,20,3.312
5,93,dfs,drul,5,6,6,20,3.354
5,93,dfs,ludr,17,259,149,20,4.052
5,93,dfs,lurd,17,1367557,750870,20,1001.979
5,93,dfs,rdlu,19,3156347,1731553,20,2160.656
5,93,dfs,rdul,19,3153780,1729873,20,2168.289
5,93,dfs,uldr,17,259,149,20,4.509
5,93,dfs,ulrd,17,1367141,750406,20,987.102
5,94,astr,hamm,5,12,6,5,6.150
5,94,astr,manh,5,20,10,9,4.725
5,94,bfs,drlu,5,114,56,5,3.293
5,94,bfs,drul,5,139,69,5,3.369
5,94,bfs,ludr,5,88,42,5,3.351
5,94,bfs,lurd,5,88,42,5,4.320
5,94,bfs,rdlu,5,114,56,5,3.272
5,94,bfs,rdul,5,139,69,5,3.602
5,94,bfs,uldr,5,113,55,5,3.311
5,94,bfs,ulrd,5,113,55,5,3.326
5,94,dfs,drlu,19,47924,26341,20,36.952
5,94,dfs,drul,19,115291,63220,20,92.796
5,94,dfs,ludr,19,2636330,1446933,20,1824.253
5,94,dfs,lurd,19,2694263,1478621,20,1963.114
5,94,dfs,rdlu,19,487853,267698,20,342.103
5,94,dfs,rdul,19,455003,249727,20,336.581
5,94,dfs,uldr,19,459431,252103,20,340.632
5,94,dfs,ulrd,19,350558,192359,20,253.183
6,95,astr,hamm,6,15,7,6,4.917
6,95,astr,manh,6,26,14,13,4.692
6,95,bfs,drlu,6,317,149,6,3.470
6,95,bfs,drul,6,237,111,6,3.461
6,95,bfs,ludr,6,248,118,6,3.599
6,95,bfs,lurd,6,248,118,6,3.878
6,95,bfs,rdlu,6,317,149,6,3.625
6,95,bfs,rdul,6,237,111,6,3.453
6,95,bfs,uldr,6,168,80,6,3.399
6,95,bfs,ulrd,6,168,80,6,4.155
6,95,dfs,drlu,18,2254,1230,20,6.063
6,95,dfs,drul,18,686936,377067,20,468.183
6,95,dfs,ludr,18,1037992,569312,20,725.712
6,95,dfs,lurd,18,677533,371492,20,492.851
6,95,dfs,rdlu,18,688179,377751,20,481.507
6,95,dfs,rdul,18,374,212,20,4.268
6,95,dfs,uldr,16,1738602,954130,20,1223.175
6,95,dfs,ulrd,16,1691778,928342,20,1243.715
6,96,astr,hamm,6,15,7,6,4.446
6,96,astr,manh,6,15,7,6,4.573
6,96,bfs,drlu,6,249,119,6,3.380
6,96,bfs,drul,6,249,119,6,3.568
6,96,bfs,ludr,6,291,135,6,3.473
6,96,bfs,lurd,6,236,110,6,3.622
6,96,bfs,rdlu,6,194,94,6,3.797
6,96,bfs,rdul,6,194,94,6,3.421
6,96,bfs,uldr,6,291,135,6,3.405
6,96,bfs,ulrd,6,236,110,6,3.513
6,96,dfs,drlu,18,1231419,675690,20,848.770
6,96,dfs,drul,18,735513,403259,20,514.608
6,96,dfs,ludr,18,1662,906,20,5.242
6,96,dfs,lurd,18,686916,377053,20,512.521
6,96,dfs,rdlu,16,202400,111042,20,153.624
6,96,dfs,rdul,16,45119,24765,20,35.798
6,96,dfs,uldr,18,687703,377485,20,494.791
6,96,dfs,ulrd,18,354,198,20,4.609
6,97,astr,hamm,6,18,10,9,4.470
6,97,astr,manh,6,22,11,10,4.333
6,97,bfs,drlu,6,217,106,6,3.308
6,97,bfs,drul,6,219,105,6,3.344
6,97,bfs,ludr,6,162,76,6,3.216
6,97,bfs,lurd,6,162,76,6,3.185
6,97,bfs,rdlu,6,217,106,6,3.729
6,97,bfs,rdul,6,219,105,6,3.316
6,97,bfs,uldr,6,164,75,6,3.186
6,97,bfs,ulrd,6,164,75,6,3.161
6,97,dfs,drlu,18,289582,158757,20,206.357
6,97,dfs,drul,18,109941,60291,20,80.581
6,97,dfs,ludr,16,1412545,774180,20,970.298
6,97,dfs,lurd,16,1597517,876000,20,1147.057
6,97,dfs,rdlu,18,233792,128252,20,163.429
6,97,dfs,rdul,18,97869,53684,20,79.629
6,97,dfs,uldr,18,1937048,1062457,20,1387.082
6,97,dfs,ulrd,18,1847063,1013115,20,1322.251
6,98,astr,hamm,6,14,7,6,4.278
6,98,astr,manh,6,14,7,6,4.334
6,98,bfs,drlu,6,315,148,6,3.418
6,98,bfs,drul,6,281,133,6,3.417
6,98,bfs,ludr,6,221,104,6,3.379
6,98,bfs,lurd,6,204,96,6,3.418
6,98,bfs,rdlu,6,298,140,6,3.465
6,98,bfs,rdul,6,264,125,6,3.423
6,98,bfs,uldr,6,187,89,6,4.027
6,98,bfs,ulrd,6,170,81,6,3.315
6,98,dfs,drlu,18,4249198,2330459,20,2944.637
6,98,dfs,drul,18,4616738,2532431,20,3236.081
6,98,dfs,ludr,16,4527,2470,20,7.445
6,98,dfs,lurd,18,51579,28206,20,42.114
6,98,dfs,rdlu,18,199627,109504,20,140.374
6,98,dfs,rdul,18,55771,30601,20,43.007
6,98,dfs,uldr,18,2203583,1209925,20,1583.687
6,98,dfs,ulrd,16,1939920,1065101,20,1387.269
6,99,astr,hamm,6,12,7,6,4.390
6,99,astr,manh,6,12,7,6,4.516
6,99,bfs,drlu,6,199,95,6,3.178
6,99,bfs,drul,6,199,95,6,3.207
6,99,bfs,ludr,6,203,96,6,3.305
6,99,bfs,lurd,6,100,44,6,3.538
6,99,bfs,rdlu,6,96,43,6,3.175
6,99,bfs,rdul,6,96,43,6,3.187
6,99,bfs,uldr,6,203,96,6,3.705
6,99,bfs,ulrd,6,100,44,6,3.140
6,99,dfs,drlu,18,5733585,3147802,20,3959.726
6,99,dfs,drul,18,5713964,3137111,20,3958.702
6,99,dfs,ludr,16,2704984,1484881,20,1870.980
6,99,dfs,lurd,16,419412,230060,20,298.056
6,99,dfs,rdlu,6,7,7,20,3.225
6,99,dfs,rdul,6,7,7,20,3.236
6,99,dfs,uldr,16,2705743,1485696,20,1956.474
6,99,dfs,ulrd,16,428992,235273,20,303.925
6,100,astr,hamm,6,16,7,6,4.579
6,100,astr,manh,6,16,7,6,4.609
6,100,bfs,drlu,6,305,143,6,3.684
6,100,bfs,drul,6,271,128,6,3.414
6,100,bfs,ludr,6,216,102,6,3.405
6,100,bfs,lurd,6,214,101,6,3.590
6,100,bfs,rdlu,6,303,142,6,3.520
6,100,bfs,rdul,6,269,127,6,3.465
6,100,bfs,uldr,6,182,87,6,3.661
6,100,bfs,ulrd,6,180,86,6,3.326
6,100,dfs,drlu,18,4249169,2330441,20,2917.590
6,100,dfs,drul,18,4616708,2532413,20,3221.048
6,100,dfs,ludr,16,3993,2171,20,6.843
6,100,dfs,lurd,18,387893,212685,20,276.308
6,100,dfs,rdlu,18,87555,47942,20,62.405
6,100,dfs,rdul,18,56272,30883,20,42.891
6,100,dfs,uldr,18,1481446,813760,20,1107.141
6,100,dfs,ulrd,18,408288,223811,20,288.163
6,101,astr,hamm,6,14,7,6,4.658
6,101,astr,manh,6,14,7,6,4.921
6,101,bfs,drlu,6,189,90,6,3.262
6,101,bfs,drul,6,189,90,6,3.329
6,101,bfs,ludr,6,198,94,6,3.267
6,101,bfs,lurd,6,110,49,6,3.178
6,101,bfs,rdlu,6,101,45,6,3.335
6,101,bfs,rdul,6,101,45,6,3.101
6,101,bfs,uldr,6,198,94,6,3.309
6,101,bfs,ulrd,6,110,49,6,3.309
6,101,dfs,drlu,18,4727848,2594276,20,3257.209
6,101,dfs,drul,18,4686053,2571970,20,3251.142
6,101,dfs,ludr,16,2704567,1484648,20,1884.625
6,101,dfs,lurd,14,291768,159974,20,214.993
6,101,dfs,rdlu,18,50327,27602,20,38.551
6,101,dfs,rdul,18,5329,2912,20,7.521
6,101,dfs,uldr,16,2705324,1485463,20,1966.655
6,101,dfs,ulrd,14,85530,46880,20,64.103
6,102,astr,hamm,6,20,10,9,4.378
6,102,astr,manh,6,19,10,9,10.249
6,102,bfs,drlu,6,239,115,6,3.389
6,102,bfs,drul,6,174,83,6,3.215
6,102,bfs,ludr,6,214,101,6,3.233
6,102,bfs,lurd,6,207,98,6,3.453
6,102,bfs,rdlu,6,232,112,6,3.279
6,102,bfs,rdul,6,167,80,6,3.220
6,102,bfs,uldr,6,149,69,6,3.555
6,102,bfs,ulrd,6,142,66,6,3.266
6,102,dfs,drlu,18,297252,162964,20,204.485
6,102,dfs,drul,14,106546,58453,20,78.893
6,102,dfs,ludr,18,2949240,1616840,20,2050.237
6,102,dfs,lurd,18,2574795,1411921,20,1866.605
6,102,dfs,rdlu,18,239503,131378,20,166.267
6,102,dfs,rdul,14,94602,51909,20,68.622
6,102,dfs,uldr,16,1021347,560129,20,741.553
6,102,dfs,ulrd,16,641675,351771,20,486.988
6,103,astr,hamm,6,17,8,7,4.741
6,103,astr,manh,6,20,10,9,5.488
6,103,bfs,drlu,6,154,73,6,3.340
6,103,bfs,drul,6,141,66,6,3.279
6,103,bfs,ludr,6,240,115,6,3.212
6,103,bfs,lurd,6,240,115,6,3.367
6,103,bfs,rdlu,6,154,73,6,3.337
6,103,bfs,rdul,6,141,66,6,4.088
6,103,bfs,uldr,6,227,108,6,3.655
6,103,bfs,ulrd,6,227,108,6,3.431
6,103,dfs,drlu,16,1331,727,20,4.929
6,103,dfs,drul,16,686651,376912,20,464.488
6,103,dfs,ludr,18,2115143,1160459,20,1480.904
6,103,dfs,lurd,16,2308621,1266640,20,1661.218
6,103,dfs,rdlu,16,1331,727,20,5.610
6,103,dfs,rdul,16,686491,376647,20,474.573
6,103,dfs,uldr,18,1754463,962141,20,1280.001
6,103,dfs,ulrd,18,1759788,964841,20,1242.179
6,104,astr,hamm,6,17,8,7,4.305
6,104,astr,manh,6,20,10,9,4.388
6,104,bfs,drlu,6,137,63,6,3.231
6,104,bfs,drul,6,156,73,6,3.216
6,104,bfs,ludr,6,143,66,6,3.411
6,104,bfs,lurd,6,143,66,6,3.251
6,104,bfs,rdlu,6,137,63,6,3.404
6,104,bfs,rdul,6,156,73,6,3.166
6,104,bfs,uldr,6,162,76,6,3.256
6,104,bfs,ulrd,6,162,76,6,3.500
6,104,dfs,drlu,18,240714,132005,20,168.586
6,104,dfs,drul,18,2701036,1483129,20,1864.358
6,104,dfs,ludr,18,680836,373360,20,481.545
6,104,dfs,lurd,18,583344,319727,20,412.842
6,104,dfs,rdlu,18,127488,69940,20,90.627
6,104,dfs,rdul,18,2699777,1482041,20,1869.409
6,104,dfs,uldr,16,3688396,2024064,20,2769.421
6,104,dfs,ulrd,16,3572180,1959499,20,2527.236
6,105,astr,hamm,6,18,7,6,4.998
6,105,astr,manh,6,18,7,6,4.874
6,105,bfs,drlu,6,181,87,6,3.431
6,105,bfs,drul,6,181,87,6,3.356
6,105,bfs,ludr,6,264,123,6,3.425
6,105,bfs,lurd,6,304,142,6,3.647
6,105,bfs,rdlu,6,221,106,6,3.395
6,105,bfs,rdul,6,221,106,6,3.432
6,105,bfs,uldr,6,264,123,6,3.565
6,105,bfs,ulrd,6,304,142,6,3.418
6,105,dfs,drlu,18,464266,254584,20,318.766
6,105,dfs,drul,18,505839,277463,20,350.863
6,105,dfs,ludr,18,984,543,20,4.829
6,105,dfs,lurd,18,687929,377614,20,512.347
6,105,dfs,rdlu,18,1562574,857281,20,1062.421
6,105,dfs,rdul,18,1538458,844212,20,1043.720
6,105,dfs,uldr,18,687300,377264,20,487.648
6,105,dfs,ulrd,18,1904,1044,20,5.624
6,106,astr,hamm,6,17,7,6,4.186
6,106,astr,manh,6,24,11,10,4.396
6,106,bfs,drlu,6,206,98,6,3.191
6,106,bfs,drul,6,179,86,6,3.226
6,106,bfs,ludr,6,202,95,6,3.236
6,106,bfs,lurd,6,202,95,6,3.371
6,106,bfs,rdlu,6,206,98,6,3.329
6,106,bfs,rdul,6,179,86,6,3.631
6,106,bfs,uldr,6,175,83,6,3.341
6,106,bfs,ulrd,6,175,83,6,3.823
6,106,dfs,drlu,16,1841826,1011154,20,1268.201
6,106,dfs,drul,16,2009354,1103063,20,1383.193
6,106,dfs,ludr,16,2116120,1160986,20,1487.318
6,106,dfs,lurd,16,2136894,1172304,20,1556.471
6,106,dfs,rdlu,16,1832600,1005748,20,1255.586
6,106,dfs,rdul,16,2019055,1107734,20,1402.563
6,106,dfs,uldr,18,271740,149002,20,210.848
6,106,dfs,ulrd,18,190741,104541,20,138.187
6,107,astr,hamm,6,17,7,6,5.121
6,107,astr,manh,6,17,7,6,5.216
6,107,bfs,drlu,6,177,82,6,3.245
6,107,bfs,drul,6,177,82,6,3.175
6,107,bfs,ludr,6,246,117,6,3.252
6,107,bfs,lurd,6,204,99,6,3.290
6,107,bfs,rdlu,6,135,64,6,3.362
6,107,bfs,rdul,6,135,64,6,3.248
6,107,bfs,uldr,6,246,117,6,3.262
6,107,bfs,ulrd,6,204,99,6,3.199
6,107,dfs,drlu,16,1003082,550147,20,702.239
6,107,dfs,drul,16,641463,351703,20,453.454
6,107,dfs,ludr,16,2542956,1395744,20,1752.691
6,107,dfs,lurd,18,2910735,1597039,20,2091.047
